# fcst-reason-struct-full wave(batch) 003 输入渲染（由 render_batch.py 从 row_index.parquet 生成，schema v1）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=01200 type=扭亏 ts_code=600458.SH end_date=20191231 ann_date=20191031 update_flag=1
REASON: 1、公司控股子公司浙江精功机器人智能装备有限公司口罩生产线陆续交付客户并预计在当期确认营业收入，对2020年1-6月公司业绩有积极影响。2、公司全资子公司浙江精功精密制造有限公司本期航天相关设备产生的业绩比上年同期有较大提升。3、公司特别提示2019年12月4日，山东省东营市中级人民法院裁定批准了包括公司光伏装备融资租赁客户山东大海新能源发展有限公司（以下简称“大海新能源”）在内的山东大海集团等57家企业的《山东大海集团有限公司等五十七家公司合并重整计划》（以下简称“《重整计划》”）。截至本公告披露日，公司已收到其管理人支付的光伏装备融资租赁项目普通债权现金清偿款273.21万元。根据《重整计划》的规定，公司申报并经管理人确认的债权现金清偿部分已执行完毕，公司光伏装备融资租赁业务合作租赁公司——上海金聚融资租赁有限公司申报的债权现金清偿事项尚待执行。以信托计划债转股清偿部分尚未收到管理人信托计划方案，尚不能确定公司以资抵债方式实现债权的综合受偿情况。上述《重整计划》可能存在无法继续实施或只能部分实施的风险，如《重整计划》无法继续实施或只能部分实施，公司将根据具体情况及时重新进行资产减值测试，并根据测试结果及时做出增加坏账准备金计提等相应的会计处理。经与公司年审注册会计师沟通，如《重整计划》无法继续实施或只能部分实施，则上海金聚融资租赁有限公司申报的债权现金清偿计划金额5,645.74万元最终未能支付或只能部分支付以及债转股方案最终未能实施或只能部分实施，则公司将对未能收到的部分相应增加坏账准备金的计提，由此将相应增加公司的亏损。2020年半年度业绩预测尚不考虑上述因素的影响。

### ordinal=01413 type=扭亏 ts_code=002006.SZ end_date=20200930 ann_date=20200822 update_flag=0
REASON: 1、报告期公司控股子公司浙江精功机器人智能装备有限公司开发生产的口罩机系列产品因疫情因素的影响而市场需求大幅增长，使得公司报告期经营业绩同比增长较多。2、公司2020年1-6月非经常性损益包括计入当期损益的政府补助588.10万元和债务重组损益500万元等，合计归属于母公司所有者的非经常性损益净额为1,071.91万元，上述非经常性损益事项对公司2020年1-9月归属于母公司的净利润预计同比扭亏为盈的影响较大。3、公司特别提示2019年12月4日，山东省东营市中级人民法院裁定批准了包括公司光伏装备融资租赁客户山东大海新能源发展有限公司在内的山东大海集团等57家企业的《山东大海集团有限公司等五十七家公司合并重整计划》（以下简称“《重整计划》”）。截至本公告披露日，公司已收到其管理人支付的光伏装备融资租赁项目普通债权现金清偿款273.21万元。根据《重整计划》的规定，公司申报并经管理人确认的债权现金清偿部分已执行完毕，公司光伏装备融资租赁业务合作租赁公司——上海金聚融资租赁有限公司申报的债权现金清偿事项尚待执行。以信托计划债转股清偿部分尚未收到管理人信托计划方案，尚不能确定公司以资抵债方式实现债权的综合受偿情况。上述《重整计划》可能存在无法继续实施或只能部分实施的风险，如《重整计划》无法继续实施或只能部分实施，公司将根据具体情况及时重新进行资产减值测试，并根据测试结果及时做出增加坏账准备金计提等相应的会计处理。经与公司年审注册会计师沟通，如《重整计划》无法继续实施或只能部分实施，则上海金聚融资租赁有限公司申报的债权现金清偿计划金额5,645.74万元最终未能支付或只能部分支付以及债转股方案最终未能实施或只能部分实施，则公司将对未能收到的部分相应增加坏账准备金的计提，由此将相应增加公司的亏损。2020年1-9月业绩预测尚不考虑上述因素的影响。

### ordinal=01414 type=扭亏 ts_code=002011.SZ end_date=20191231 ann_date=20200121 update_flag=0
REASON: 2019年公司实现扭亏为盈，主要系公司强化经营导向，聚焦核心业务，深化产品线管理，稳定运营模式，各项变革措施稳步推进，主要业务单元获利能力得到有效提升，经营性利润同比实现增长。此外，报告期内公司有效推进各项非核心业务资产的处置工作，盾安（天津）节能系统有限公司65%股权、上海风神环境设备工程有限公司100%股权等项目的处置减少了当期利润；年内公司收到诸暨市国有土地上房屋征收全部补偿款对当期利润产生了正面影响。

### ordinal=01415 type=扭亏 ts_code=002021.SZ end_date=20191231 ann_date=20200121 update_flag=0
REASON: 报告期内，预计业绩扭亏为盈的主要原因为公司为加快应收账款回笼，公司将信托受益权转让涉及的债权、应收承德硕达矿业有限责任公司及内蒙古突泉县禧利多矿业有限责任公司的相关债权对外进行了转让，前述债权转让预计增加公司2019年度非经常性收益约1.98亿元（最终以会计师事务所审计为准），但同时公司管理层综合考虑其他各项资产的可变现和可回收情况，并结合公司2019年度主营业务的经营状况，预计2019年度归属于上市公司股东的净利润约为1,000万元至1,500万元。因公司2017年度、2018年度连续两个会计年度经审计的净利润为负值，公司股票于2019年4月30日起被深圳证券交易所实施退市风险警示。根据《深圳证券交易所股票上市规则》第14.1.1条“因净利润触及本规则第13.2.1条第（一）项规定情形其股票交易被实行退市风险警示后，首个会计年度经审计的净利润继续为负值，深圳证券交易所有权决定暂停其股票上市交易”的规定，若公司经审计的2019年度财务会计报告显示2019年的净利润为负值，深圳证券交易所可能暂停公司股票上市交易。

### ordinal=01416 type=扭亏 ts_code=002026.SZ end_date=20201231 ann_date=20201027 update_flag=0
REASON: 公司预计2020年度归属于上市公司股东的净利润较上年同期有较大增长，主要原因如下：1、去年同期计提大额商誉减值导致亏损；2、2020年度，公司坚持以客户需求为导向，积极推进新工艺、新产品、新项目的研发和自动化改造，不断强化精细化管理，严控各项期间费用支出，持续推动提质降本增效；3、报告期内，电动工具行业市场需求旺盛，公司电动工具配件板块（如钻夹头、电动工具开关、锂电池包、精密铸造件、粉末冶金制品、锯片等产品）订单饱满，市场份额进一步提升。

### ordinal=01417 type=扭亏 ts_code=002044.SZ end_date=20201231 ann_date=20201031 update_flag=1
REASON: 随着新冠疫情影响的减弱、各项政策的支持以及大众对自身健康关注的需求正在逐步释放，公司经营业绩呈持续回升态势。同时，公司目前正积极推进控股子公司美因健康科技（北京）有限公司部分股权转让事宜，若交易成功，股权转让产生的投资收益属于非经常性损益，预计将对公司净利润产生重要影响。股权转让事项的交易进展受市场波动等影响或存在不确定性。

### ordinal=01418 type=扭亏 ts_code=002045.SZ end_date=20191231 ann_date=20200131 update_flag=0
REASON: 主要是报告期内公司音响电声类业务及锂电池类业务收入同比增加使得毛利额同比增加，财务费用汇兑损失同比减少，资产减值损失同比减少（含公司因与某客户签署由于与其联合研发的产品销售不及预期而导致的积压存货的处理和解协议，公司预计将于报告期内转回已计提的存货跌价准备4,109.02万元人民币），公允价值变动损益同比增加，营业外支出同比增加，以及报告期内公司出售控股子公司广州国光智能电子产业园有限公司61%的股权使得投资收益同比增加。公司预计报告期内非经常性损益约1.89亿元，主要为报告期内公司出售控股子公司广州国光智能电子产业园有限公司61%的股权产生的投资收益、非流动资产处置收益、投资理财收益及政府补助收入等。

### ordinal=01419 type=扭亏 ts_code=002055.SZ end_date=20201231 ann_date=20201028 update_flag=1
REASON: 随着新冠疫情等不利影响减弱及各项政策的大力支持，欧洲新能源汽车呈现快速增长的态势，公司抓住机会大力发展新能源汽车车载充电机业务，促使业务持续放量增长；同时报告期内公司强化内控管理，重点加强成本与资金管控，并取得显著成效；预计2020年度公司盈利能力与整体业绩将得到持续改善和提升。

### ordinal=01420 type=扭亏 ts_code=002068.SZ end_date=20200930 ann_date=20201014 update_flag=0
REASON: 2020年第三季度,随着国内新冠肺炎疫情得到有效控制,下游汽车及轮胎行业开工率快速回升,橡胶轮胎及其生产原料的采购需求迅速恢复;而国内炭黑行业供给及原料价格较为稳定,导致炭黑产品价格传导较为顺畅.第三季度公司主营产品炭黑的毛利率较上半年出现大幅上升,预计2020年前三季度归属于上市公司股东的净利润同比将扭亏为盈.

### ordinal=01421 type=扭亏 ts_code=002069.SZ end_date=20200331 ann_date=20200415 update_flag=0
REASON: 2020年一季度,公司持续推进瘦身计划,控制成本费用支出,落实公司债委会向公司提供LPR利率优惠政策,保证利润盈余.但受国内外疫情影响,公司正常经营业绩较去年同期有所下降,预计减少约2,870万元.本期实现转让长海县广鹿岛的海域使用租赁权暨海底存货预计收益7,339万元,导致一季度经营业绩较去年同期有所提升.针对疫情公司积极应对,复工复产率达到90%以上,销售端把控市场动态,销售动态,运营重心向C端消费者倾斜,公司将持续推进瘦身计划,控制成本费用支出,关注国内外疫情走势,并结合自身产业和产品的特点及时调整市场应对策略,保障公司内外部稳定.

### ordinal=01422 type=扭亏 ts_code=002069.SZ end_date=20200630 ann_date=20200715 update_flag=0
REASON: 2020年上半年,公司积极组织防疫情,稳复工;抓生产,促销售;加强线上营销,推进瘦身计划,缩减海域面积,压缩运营成本.1,上半年,受国内外疫情,市场环境变化影响,公司营业收入同比下降约20%.2,受闲置海域使用金及租金摊销等因素影响,海域使用金核算分配计入当期数额增大,导致相关产品单位成本上升约20%-30%.3,报告期内,公司持有58%股份的青岛前沿海洋种业有限公司上半年度实现较好经营业绩,导致归属母公司净利润同比增加约1800万元.4,公司出让长海县广鹿岛的海域使用权和相关资产以及中央冷藏股权等非经常性损益项目收益约1.2亿元,归属于上市公司股东的扣除非经常性损益的净利润为亏损.目前,公司积极推进各项经营,保障公司实现平稳过渡.
